Team,TotalPoints,Racers,Races
ALFJ,1143166.2141274014,42,9164
SNTL,1122738.5414528495,27,7854
ST0RM,1110537.2090398208,20,8143
D4RKER,1107690.5703200565,29,7939
WTRMN,1038290.7882808684,32,7531
SK4P,1015435.5908852275,22,8092
RL1,944281.3693755334,36,6946
AL0N3D,932914.6773182212,39,7066
LSH,919924.5694765834,32,7468
RL,898871.3212531108,33,6623
DCPTCN,888841.0117066724,24,7256
KBSM,887759.9029795844,33,6588
FERARI,841574.4261013179,36,7235
REB3LS,796126.5753537151,25,6420
FUZHOU,792485.7818979087,41,5888
VXL,782000.2361791303,6,5691
MED13L,770904.7058203825,33,5330
SPDLM,762526.8870498838,44,6135
DUAL,755912.7986854317,25,5463
1BESTW,754599.4713215647,25,5570
W2V,746429.6118321056,20,5659
FOX109,738151.4080374443,27,5329
PIGFLY,729136.6287644919,34,5419
SEDYKO,713574.7100730592,18,6619
NTW,709443.2332889873,44,7056
DOGGIS,669068.3516230092,42,5609
UNREST,627744.0160476953,19,4566
VS,607856.1056382278,22,4126
HZE,588178.8414161511,21,4302
HONT,587731.9311542057,22,4050
BAYLOR,583768.7352923334,30,5116
CATPLT,546456.4471327796,36,4353
B4HL,539339.424454195,9,3775
PR2WX,531332.2426441924,28,4899
KAPOK,531288.1160754972,32,4317
BRICS,502727.6634438918,37,4743
OER,491776.8918575439,28,3721
FLAGZ,455868.9680639637,22,3822
RIV4L,452000.1749809449,16,3251
TOTUF7,418554.13014854974,30,3504
NTT,402996.8455980093,22,3071
FG4,390236.1311708496,32,3576
VLN,386843.84149198263,28,3323
GSGMWO,378752.0817280782,29,3013
JEDI1,368435.66774497845,5,2727
LOFH,350840.6674703058,10,2488
NI1TRO,349431.3112638776,23,2492
WAMDOO,337421.45666397107,18,2958
NTRS34,303570.48849794903,26,2636
GOATOG,301594.07518827205,24,2541
VTI,285010.3946303705,27,2293
LEDIHH,279230.28725631064,15,2159
EXOTIC,260297.51911111028,8,2094
SER,243777.89374020684,16,1808
201030,226495.29337385352,29,2061
BEES,221901.21207793357,3,1439
KR0W,217591.56557771948,11,1574
TALK,214693.78132773313,18,1543
NTM,211686.74628937533,22,1397
BR34K,203394.07658113824,3,1490
LZNT,174135.56203180287,6,1336
SG1MAS,173086.7992381668,28,1290
TGNM,159612.84162951156,11,1189
TYZ,157275.2680311313,22,1316
170MPH,156692.1589244072,28,1405
FRLB,155745.64841334027,3,1059
792231,147183.7953249919,2,1016
BMW,145573.34628846822,4,1097
UNSCF,144615.06783054283,14,1137
TMW,132801.3939068291,11,1138
YE1LOW,89734.49171828531,4,653
SPRINT,81841.99390439747,8,603
GLZ,78050.38590238024,16,629
HAC33R,77517.81086921867,7,717
M1NE,76938.55096227018,5,672
FORKS,68384.35019304488,10,533
NT20,63485.34856673557,2,593
XS9,30029.546154179126,1,258
EMZ,23596.995906923043,7,178
NT,22483.77843448458,8,160
WERTQY,20916.671010173457,2,144
CYCV,6904.075728595102,2,49
YADLRS,3433.1907493997214,1,24
IQ200,2665.7690972472656,2,28
2S,1655.5235913879983,0,12
VFU,768.4828240652876,1,6
LDZ,606.0831485587584,1,4
F1ERCE,134.28571428571428,1,1
PTB,0.0,0,0
