Team,TotalPoints,Racers,Races
OER,519663.4675458386,28,3923
FLAGZ,485700.67180944,23,4064
RIV4L,471320.6176805723,18,3379
VLN,463323.6692137246,28,3845
PIRC,444167.66704831994,14,3055
TOTUF7,443550.7976104445,30,3709
TDTY,438990.08193224476,7,3413
NTT,421542.0148140034,22,3229
GSGMWO,409638.40778615745,36,3304
FG4,405283.2529405026,33,3716
JEDI1,378819.7364774354,6,2806
NI1TRO,375719.4374957491,23,2676
WAMDOO,356981.49178910564,21,3126
LOFH,353642.81807981606,10,2508
GOATOG,326156.878345048,27,2764
NTRS34,314290.88927289884,25,2732
VTI,306920.7331131607,27,2477
LEDIHH,294920.09545461374,15,2283
BAR0NS,273596.70130202774,4,1949
EXOTIC,261658.58889566094,7,2105
SER,247105.46866365537,16,1834
201030,244198.10017865885,30,2237
TALK,243757.82157048595,19,1711
NTM,230167.39830155845,22,1521
KR0W,228000.6764223019,10,1655
BR34K,227152.65602613208,3,1647
BEES,222083.8771740671,3,1440
XIII,202517.83344668016,16,1558
TYZ,200641.53438715925,25,1683
TMW,182879.9048572622,14,1566
SG1MAS,181804.08167567456,28,1360
TGNM,163290.27136165777,11,1212
170MPH,156818.48817661742,29,1406
FRLB,155745.64841334027,3,1059
UNSCF,153598.50501752342,14,1201
XBTP,150235.8123919435,2,1000
BMW,149695.25878733618,5,1131
792231,147965.63428837605,2,1022
YE1LOW,96215.86818437555,4,698
M1NE,85379.42250262496,6,745
SPRINT,83258.33524361913,9,615
HAC33R,79820.22429093713,8,740
GLZ,78353.4226829782,16,632
FORKS,71969.49405342776,9,562
NT20,64950.37604702989,2,607
WERTQY,30390.42910212448,2,195
XS9,30029.546154179126,1,258
EMZ,29887.8910027018,7,229
NT,22483.77843448458,8,160
KNTT,21557.359882567427,10,189
CYCV,6904.075728595102,2,49
YADLRS,3433.1907493997214,1,24
IQ200,2665.7690972472656,2,28
2S,1655.5235913879983,0,12
VFU,768.4828240652876,1,6
LDZ,606.0831485587584,1,4
F1ERCE,134.28571428571428,1,1
AV,0.0,0,0
PTB,0.0,0,0
